,task_type,task_name,digest,lang_train,lang_pred,model_id,model_type,score
226,token-classification,udpos28,3822decc,de,sl,xlm-roberta-base,ft,62.68885937240578
227,token-classification,udpos28,3822decc,de,gub,xlm-roberta-base,ft,17.439293598233995
228,token-classification,udpos28,3822decc,de,kmr,xlm-roberta-base,ft,48.451526032315975
229,token-classification,udpos28,3822decc,de,tr,xlm-roberta-base,ft,63.83025166923472
230,token-classification,udpos28,3822decc,de,fi,xlm-roberta-base,ft,76.57570533574402
231,token-classification,udpos28,3822decc,de,id,xlm-roberta-base,ft,77.62707312160076
232,token-classification,udpos28,3822decc,de,uk,xlm-roberta-base,ft,84.02037709333645
233,token-classification,udpos28,3822decc,de,pl,xlm-roberta-base,ft,82.2276484466516
234,token-classification,udpos28,3822decc,de,pt,xlm-roberta-base,ft,63.198305533492196
235,token-classification,udpos28,3822decc,de,kk,xlm-roberta-base,ft,71.07351225204201
236,token-classification,udpos28,3822decc,de,la,xlm-roberta-base,ft,25.12477001553428
237,token-classification,udpos28,3822decc,de,fro,xlm-roberta-base,ft,3.496946652840189
238,token-classification,udpos28,3822decc,de,bxr,xlm-roberta-base,ft,32.86483253588517
239,token-classification,udpos28,3822decc,de,urb,xlm-roberta-base,ft,6.666666666666667
240,token-classification,udpos28,3822decc,de,ko,xlm-roberta-base,ft,57.48317940205202
241,token-classification,udpos28,3822decc,de,et,xlm-roberta-base,ft,75.27831342872422
242,token-classification,udpos28,3822decc,de,hr,xlm-roberta-base,ft,83.04204451772465
243,token-classification,udpos28,3822decc,de,got,xlm-roberta-base,ft,5.501078642871151
244,token-classification,udpos28,3822decc,de,gsw,xlm-roberta-base,ft,48.89196675900277
245,token-classification,udpos28,3822decc,de,aii,xlm-roberta-base,ft,14.79028697571744
246,token-classification,udpos28,3822decc,de,sme,xlm-roberta-base,ft,18.87112887112887
247,token-classification,udpos28,3822decc,de,pcm,xlm-roberta-base,ft,19.592946260542274
248,token-classification,udpos28,3822decc,de,lv,xlm-roberta-base,ft,73.4414089862904
249,token-classification,udpos28,3822decc,de,zh,xlm-roberta-base,ft,44.96955361281146
250,token-classification,udpos28,3822decc,de,tl,xlm-roberta-base,ft,44.6927374301676
251,token-classification,udpos28,3822decc,de,bm,xlm-roberta-base,ft,16.22657889025537
252,token-classification,udpos28,3822decc,de,lt,xlm-roberta-base,ft,72.27448345372082
253,token-classification,udpos28,3822decc,de,gl,xlm-roberta-base,ft,36.75243393602226
254,token-classification,udpos28,3822decc,de,vi,xlm-roberta-base,ft,54.412379757423665
255,token-classification,udpos28,3822decc,de,el,xlm-roberta-base,ft,86.72224481496544
256,token-classification,udpos28,3822decc,de,ca,xlm-roberta-base,ft,42.924163281098856
257,token-classification,udpos28,3822decc,de,cs,xlm-roberta-base,ft,83.55592572632405
258,token-classification,udpos28,3822decc,de,myv,xlm-roberta-base,ft,29.110133235545778
259,token-classification,udpos28,3822decc,de,bho,xlm-roberta-base,ft,35.723930982745685
260,token-classification,udpos28,3822decc,de,th,xlm-roberta-base,ft,51.711316190305524
261,token-classification,udpos28,3822decc,de,mr,xlm-roberta-base,ft,79.14110429447852
262,token-classification,udpos28,3822decc,de,eu,xlm-roberta-base,ft,61.75843111512267
263,token-classification,udpos28,3822decc,de,sk,xlm-roberta-base,ft,81.60799162168693
264,token-classification,udpos28,3822decc,de,quc,xlm-roberta-base,ft,19.53887579939414
265,token-classification,udpos28,3822decc,de,yo,xlm-roberta-base,ft,15.886405173625755
266,token-classification,udpos28,3822decc,de,wbp,xlm-roberta-base,ft,19.4331983805668
267,token-classification,udpos28,3822decc,de,ta,xlm-roberta-base,ft,78.59907120743034
268,token-classification,udpos28,3822decc,de,mt,xlm-roberta-base,ft,16.69827508353653
269,token-classification,udpos28,3822decc,de,grc,xlm-roberta-base,ft,20.42715840457503
270,token-classification,udpos28,3822decc,de,is,xlm-roberta-base,ft,75.93274451772272
271,token-classification,udpos28,3822decc,de,gun,xlm-roberta-base,ft,19.575113808801213
272,token-classification,udpos28,3822decc,de,ur,xlm-roberta-base,ft,69.30298527623935
273,token-classification,udpos28,3822decc,de,ro,xlm-roberta-base,ft,70.89920854391151
274,token-classification,udpos28,3822decc,de,fa,xlm-roberta-base,ft,74.58840588466302
275,token-classification,udpos28,3822decc,de,apu,xlm-roberta-base,ft,21.405228758169933
276,token-classification,udpos28,3822decc,de,ja,xlm-roberta-base,ft,21.92627317281057
277,token-classification,udpos28,3822decc,de,hu,xlm-roberta-base,ft,82.82924961715162
278,token-classification,udpos28,3822decc,de,hi,xlm-roberta-base,ft,71.70893872660693
279,token-classification,udpos28,3822decc,de,lzh,xlm-roberta-base,ft,13.262684649967888
280,token-classification,udpos28,3822decc,de,koi,xlm-roberta-base,ft,29.916567342073897
281,token-classification,udpos28,3822decc,de,fo,xlm-roberta-base,ft,63.06717499865757
282,token-classification,udpos28,3822decc,de,sa,xlm-roberta-base,ft,2.1722036563790055
283,token-classification,udpos28,3822decc,de,olo,xlm-roberta-base,ft,34.274193548387096
284,token-classification,udpos28,3822decc,de,ar,xlm-roberta-base,ft,70.63072419979227
285,token-classification,udpos28,3822decc,de,wo,xlm-roberta-base,ft,20.803629293583928
286,token-classification,udpos28,3822decc,de,bg,xlm-roberta-base,ft,87.42050368862884
287,token-classification,udpos28,3822decc,de,aqz,xlm-roberta-base,ft,12.853470437017995
288,token-classification,udpos28,3822decc,de,mpu,xlm-roberta-base,ft,1.36986301369863
289,token-classification,udpos28,3822decc,de,xnr,xlm-roberta-base,ft,28.082736674622115
290,token-classification,udpos28,3822decc,de,br,xlm-roberta-base,ft,35.40117107137205
291,token-classification,udpos28,3822decc,de,te,xlm-roberta-base,ft,76.42163661581137
292,token-classification,udpos28,3822decc,de,yue,xlm-roberta-base,ft,39.7183503376922
293,token-classification,udpos28,3822decc,de,cu,xlm-roberta-base,ft,5.672415511913069
294,token-classification,udpos28,3822decc,de,krl,xlm-roberta-base,ft,42.727860374919196
295,token-classification,udpos28,3822decc,de,hsb,xlm-roberta-base,ft,45.296199701937404
296,token-classification,udpos28,3822decc,de,ajp,xlm-roberta-base,ft,49.17617237008872
297,token-classification,udpos28,3822decc,de,kpv,xlm-roberta-base,ft,23.657014222858898
298,token-classification,udpos28,3822decc,de,ga,xlm-roberta-base,ft,40.59588129355571
299,token-classification,udpos28,3822decc,de,nyq,xlm-roberta-base,ft,28.205128205128204
300,token-classification,udpos28,3822decc,de,myu,xlm-roberta-base,ft,7.6109936575052854
301,token-classification,udpos28,3822decc,de,gv,xlm-roberta-base,ft,17.453157529493406
302,token-classification,udpos28,3822decc,de,sms,xlm-roberta-base,ft,23.513139695712308
303,token-classification,udpos28,3822decc,de,af,xlm-roberta-base,ft,84.12998111895061
304,token-classification,udpos28,3822decc,de,otk,xlm-roberta-base,ft,37.10407239819005
305,token-classification,udpos28,3822decc,de,tpn,xlm-roberta-base,ft,20.431654676258994
306,token-classification,udpos28,3822decc,de,be,xlm-roberta-base,ft,82.79415438421184
307,token-classification,udpos28,3822decc,de,sr,xlm-roberta-base,ft,82.82987479204974
308,token-classification,udpos28,3822decc,de,mdf,xlm-roberta-base,ft,25.098179221706534
309,token-classification,udpos28,3822decc,de,hyw,xlm-roberta-base,ft,62.304982385505795
310,token-classification,udpos28,3822decc,de,gd,xlm-roberta-base,ft,31.44963144963145
311,token-classification,udpos28,3822decc,de,kfm,xlm-roberta-base,ft,24.324324324324326
312,token-classification,udpos28,3822decc,de,he,xlm-roberta-base,ft,93.75
313,token-classification,udpos28,3822decc,de,ug,xlm-roberta-base,ft,59.287035134579824
314,token-classification,udpos28,3822decc,de,ckt,xlm-roberta-base,ft,28.378857750975524
315,token-classification,udpos28,3822decc,it,en,xlm-roberta-base,ft,89.14360203302346
316,token-classification,udpos28,3822decc,it,nl,xlm-roberta-base,ft,89.4774011299435
