ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_wals,classification_ethnologue,classification_glottolog,recently_extinct,long_extinct,year_of_extinction,code_wals,code_iso,transcribers
LERE_GANA,LERE_GANA,lere1241,Lere,gnh,Africa,10.58,8.67,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos",False,False,,,gnh,Julia Bischoffberger
LERE_SI,LERE_SI,lere1241,Lere,gnh,Africa,10.58,8.67,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos",False,False,,,gnh,Julia Bischoffberger
LERE_TAKAYA,LERE_TAKAYA,lere1241,Lere,gnh,Africa,10.58,8.67,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos",False,False,,,gnh,Julia Bischoffberger
LETEMBOI,LETEMBOI,lete1241,Letemboi-Repanbitip,nms,Papunesia,-16.47,167.58,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,MalekulaInterior,SmallNambas","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Malakula,WesternMalakulalinkage,PeripheralWesternMalakula,SouthwesternMalakula",False,False,,,nms,André Müller
LETINESE,LETINESE,leti1246,Leti (Indonesia),lti,Papunesia,-8.2,127.67,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Timor-Babar,SouthwestMaluku,Luang","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,TimoricA,EasternTimoricA,Luangic-Kisaric,Luangic",False,False,,let,lti,André Müller
LEVEI,LEVEI,kheh1237,Khehek,tlx,Papunesia,-2.0,146.8,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,AdmiraltyIslands,Eastern,Manus,West","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,AdmiraltyIslands,EasternAdmiraltyIslands,Manus,WestManus,WestManusII",False,False,,,tlx,André Müller
LEWA_KAMBERA,LEWA_KAMBERA,kamb1299,Kambera,xbr,Papunesia,-9.75,120.08,Austronesian,An.CENTRAL_MALAYO-POLYNESIAN,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,Sumba-Hawu,Sumba","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,CentralMalayo-Polynesian,Flores-Sumba-Hawu,Sumba-Hawu,Sumba,Central-EastSumbanese",False,False,,kam,xbr,André Müller
LEWO_FILAKARA,LEWO_FILAKARA,lewo1242,Lewo,lww,Papunesia,-16.81,168.47,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,Epi,Lamenu-Baki,Lamenu-Lewo","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Epi-Efate,Epi,Lamenu-Lewo",False,False,,lew,lww,André Müller
LEWO_MAPREMO,LEWO_MAPREMO,lewo1242,Lewo,lww,Papunesia,-16.62,168.17,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,Epi,Lamenu-Baki,Lamenu-Lewo","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Epi-Efate,Epi,Lamenu-Lewo",False,False,,lew,lww,André Müller
LEWO_MATE,LEWO_MATE,lewo1242,Lewo,lww,Papunesia,-16.73,168.33,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,Epi,Lamenu-Baki,Lamenu-Lewo","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Epi-Efate,Epi,Lamenu-Lewo",False,False,,lew,lww,André Müller
LEWO_NIKAURA,LEWO_NIKAURA,lewo1242,Lewo,lww,Papunesia,-16.62,168.22,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,Epi,Lamenu-Baki,Lamenu-Lewo","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Epi-Efate,Epi,Lamenu-Lewo",False,False,,lew,lww,André Müller
LEWO_NUL,LEWO_NUL,lewo1242,Lewo,lww,Papunesia,-16.69,168.32,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,Epi,Lamenu-Baki,Lamenu-Lewo","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Epi-Efate,Epi,Lamenu-Lewo",False,False,,lew,lww,André Müller
LEWO_NUVI,LEWO_NUVI,lewo1242,Lewo,lww,Papunesia,-16.63,168.22,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,Epi,Lamenu-Baki,Lamenu-Lewo","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Epi-Efate,Epi,Lamenu-Lewo",False,False,,lew,lww,André Müller
LEWO_VISINA,LEWO_VISINA,lewo1242,Lewo,lww,Papunesia,-16.57,168.2,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NorthandCentralVanuatu,NortheastVanuatu-BanksIslands,Epi,Lamenu-Baki,Lamenu-Lewo","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,CentralVanuatu,Epi-Efate,Epi,Lamenu-Lewo",False,False,,lew,lww,André Müller
LEYIGHA,LEYIGHA,leyi1238,Leyigha,ayi,Africa,5.99,8.21,Atlantic-Congo,NC.CROSS_RIVER,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,CrossRiver,DeltaCross,UpperCross,Central,East-West,Mbembe-Legbo,Legbo","Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,UpperCross,CentralUpperCross,East-WestCentralDeltaCross,Mbembe-Legbo,Legboic,Lenyima-Leyigha",False,False,,,ayi,Tessa de Mol-van Valen
LEYIGHA_2,LEYIGHA_2,leyi1238,Leyigha,ayi,Africa,6.0,8.3,Atlantic-Congo,NC.CROSS_RIVER,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,CrossRiver,DeltaCross,UpperCross,Central,East-West,Mbembe-Legbo,Legbo","Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,UpperCross,CentralUpperCross,East-WestCentralDeltaCross,Mbembe-Legbo,Legboic,Lenyima-Leyigha",False,False,,,ayi,Guillaume Segerer and Søren Wichmann
LEZGI,LEZGI,lezg1247,Lezgian,lez,Eurasia,41.67,47.83,Nakh-Daghestanian,NDa.LEZGIC,"NorthCaucasian,EastCaucasian,Lezgic,NuclearLezgic,EastLezgic","Nakh-Daghestanian,Daghestanian,Lezgic,Samur,EasternSamur,Tabasaran-Aghul-Lezgi,Aghul-Lezgi",False,False,,lez,lez,André Müller
LEZGIAN,LEZGIAN,lezg1247,Lezgian,lez,Eurasia,41.67,47.83,Nakh-Daghestanian,NDa.LEZGIC,"NorthCaucasian,EastCaucasian,Lezgic,NuclearLezgic,EastLezgic","Nakh-Daghestanian,Daghestanian,Lezgic,Samur,EasternSamur,Tabasaran-Aghul-Lezgi,Aghul-Lezgi",False,False,,lez,lez,Søren Wichmann
LHASA_TIBETAN,LHASA_TIBETAN,tibe1272,Tibetan,bod,Eurasia,29.65,91.1,Sino-Tibetan,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,CentralBodish,Central","Sino-Tibetan,Bodic,Bodish,Old-ModernTibetan,Tibetic",False,False,,jad,bod,André Müller
LHOMI,LHOMI,lhom1239,Lhomi,lhm,Eurasia,27.67,87.42,Sino-Tibetan,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,CentralBodish,Central,gTsang","Sino-Tibetan,Bodic,Bodish,Old-ModernTibetan,Tibetic,South-WesternTibetic",False,False,,lho,lhm,Tessa de Mol-van Valen
LHUKONZO,LHUKONZO,konz1239,Konzo,koo,Africa,0.0,29.92,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Konzo-Ndandi(D.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WesternLakesBantu,Rwenzori",False,False,,,koo,Ann-Katrin Wett
LIABUKA,LIABUKA,liab1237,Liabuku,lix,Papunesia,-5.58,122.58,Austronesian,An.CELEBIC,"Austronesian,Malayo-Polynesian,Celebic,Eastern,Southeastern,Muna-Buton,NuclearMuna-Buton,Munan,Munic,Western","Austronesian,Malayo-Polynesian,Celebic,EasternCelebic,SoutheasternCelebic,Muna-Buton,NuclearMuna-Buton,Munan,Munic,WesternMunic",False,False,,,lix,André Müller and Mark Donohue
LIANHUA_SHE,LIANHUA_SHE,shee1238,She,shx,Eurasia,22.59,114.43,Hmong-Mien,HM.HMONG-MIEN,"Hmong-Mien,HoNte","Hmong-Mien,Hmongic,NuclearHmongic-HoNe,Jiongnai-HoNe,HoNeic",False,False,,,shx,Sebastian Sauppe
LIANSHAN_CENTRAL_HONGSHUIHE_ZHUANG,LIANSHAN_CENTRAL_HONGSHUIHE_ZHUANG,cent2009,Central Hongshuihe Zhuang,zch,Eurasia,22.44,108.2,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Tai,Northern","Tai-Kadai,Kam-Tai,Be-Tai,Daic,NorthernDaic,NorthernTai",False,False,,,zch,Sebastian Sauppe
LIBERIAN_KPELLE,LIBERIAN_KPELLE,libe1247,Liberia Kpelle,xpe,Africa,7.0,-10.0,Mande,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Central-Southwestern,Southwestern,Kpelle","Mande,WesternMande,Manding-Kpelle,SouthwestMande,Kpelle",False,False,,kpe,xpe,André Müller
LIBIDO,LIBIDO,libi1250,Libido,liq,Africa,8.0,38.42,Afro-Asiatic,AA.HIGHLAND_EAST_CUSHITIC,"Afro-Asiatic,Cushitic,East,Highland","Afro-Asiatic,Cushitic,EastCushitic,HighlandEastCushitic,Sidaama-Hadiyya-Kambaata,Hadiyya-Kambaata,Hadiyyaic",False,False,,,liq,André Müller
LIBIE,LIBIE,elip1238,Elip,ekm,Africa,4.55,11.12,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Sanaga(A.62)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60),Baca-NuclearYambasa,NuclearYambasa,Elip-Maala",False,False,,,ekm,Søren Wichmann and Viveka Velupillai
LIBINZA,LIBINZA,libi1244,Libinza,liz,Africa,1.67,18.67,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.321)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriRiverain,NgiriRiverainUbangi,NgiriRiverainUbangi-Ripuaire,Libinzic,LibinzaNgiri",False,False,,,liz,Ann-Katrin Wett
LIBINZA_2,LIBINZA_2,libi1244,Libinza,liz,Africa,1.9,18.8,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.321)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriRiverain,NgiriRiverainUbangi,NgiriRiverainUbangi-Ripuaire,Libinzic,LibinzaNgiri",False,False,,,liz,Guillaume Segerer and Søren Wichmann
LIBINZA_3,LIBINZA_3,libi1244,Libinza,liz,Africa,1.9,18.8,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.321)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriRiverain,NgiriRiverainUbangi,NgiriRiverainUbangi-Ripuaire,Libinzic,LibinzaNgiri",False,False,,,liz,Guillaume Segerer and Søren Wichmann
LIBOBI,LIBOBI,bamw1238,Bamwe,bmg,Africa,3.25,18.75,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.412)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriTerrien,Bamweic",False,False,,,bmg,Ann-Katrin Wett
LIBOBI_2,LIBOBI_2,bamw1238,Bamwe,bmg,Africa,2.35,19.25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.412)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriTerrien,Bamweic",False,False,,,bmg,Guillaume Segerer and Søren Wichmann
LIBOBI_3,LIBOBI_3,bamw1238,Bamwe,bmg,Africa,2.35,19.25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.412)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriTerrien,Bamweic",False,False,,,bmg,Guillaume Segerer and Søren Wichmann
LIBON,LIBON,libo1242,Libon,lbl,Papunesia,13.17,123.5,Austronesian,An.GREATER_CENTRAL_PHILIPPINE,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bikol,Inland","Austronesian,NuclearAustronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bikol,InlandBikol",False,False,,,lbl,Ann-Katrin Wett
LIFONGA,LIFONGA,bamw1238,Bamwe,bmg,Africa,3.25,18.75,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.412)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriTerrien,Bamweic",False,False,,,bmg,Ann-Katrin Wett
LIFONGA_2,LIFONGA_2,bamw1238,Bamwe,bmg,Africa,2.27,19.37,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.412)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriTerrien,Bamweic",False,False,,,bmg,Guillaume Segerer and Søren Wichmann
LIFONGA_3,LIFONGA_3,bamw1238,Bamwe,bmg,Africa,2.27,19.37,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.412)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriTerrien,Bamweic",False,False,,,bmg,Guillaume Segerer and Søren Wichmann
LIGBI,LIGBI,ligb1244,Ligbi,lig,Africa,8.0,-2.57,Mande,Man.WESTERN_MANDE,"Niger-Congo,Mande,Western,Central-Southwestern,Central,Manding-Jogo,Jogo-Jeri,Jogo","Mande,WesternMande,Manding-Kpelle,CentralMande,Manding-Jogo,Jogo-Jeri,Jogo",False,False,,,lig,Viveka Velupillai
LIGURIAN_GENOESE,LIGURIAN_GENOESE,ligu1248,Ligurian,lij,Eurasia,44.42,8.95,Indo-European,IE.ROMANCE,"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",False,False,,itg,lij,Darja Appelganz
LIGURIAN_RAPALLO,LIGURIAN_RAPALLO,ligu1248,Ligurian,lij,Eurasia,44.42,8.95,Indo-European,IE.ROMANCE,"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",False,False,,itg,lij,Darja Appelganz
LIGURIAN_STELLA,LIGURIAN_STELLA,ligu1248,Ligurian,lij,Eurasia,44.42,8.95,Indo-European,IE.ROMANCE,"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",False,False,,itg,lij,Darja Appelganz
LIKOKA,LIKOKA,loba1239,Lobala,loq,Africa,2.0,18.25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngondi(C.16)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterBangi-Ntomba,Ngiri,NgiriRiverain,NgiriRiverainUbangi,NgiriRiverainUbangi-Interieur,Likoka",False,False,,,loq,Ann-Katrin Wett
LIKPE,LIKPE,sekp1241,Sekpele,lip,Africa,7.35,0.52,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Lelemi,Likpe-Santrokofi","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Na-Togo,Lelemic,Likpe-Santrokofi",False,False,,,lip,Viveka Velupillai
LIKUM,LIKUM,liku1243,Likum,lib,Papunesia,-2.17,146.8,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,AdmiraltyIslands,Eastern,Manus,West","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,AdmiraltyIslands,EasternAdmiraltyIslands,Manus,WestManus,WestManusII",False,False,,,lib,André Müller
LIKWALA,LIKWALA,likw1239,Likwala,kwc,Africa,-0.49,16.6,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mboshi(C.26)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Koyo-Mboshi,Likwala-Likuba",False,False,,,kwc,Tessa de Mol-van Valen
LILAU,LILAU,lila1246,Lilau,lll,Papunesia,-4.33,145.0,Bogia,Mon.MONUMBO,"Torricelli,Monumbo",Bogia,False,False,,,lll,Julia Bischoffberger
LILIKO,LILIKO,lika1243,Liko,lik,Africa,2.08,27.58,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Lega-Holoholo(D.201)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Ababuan,OldBomokandian,MiddleBomokandian",False,False,,,lik,Ann-Katrin Wett
LILLOOET,LILLOOET,lill1248,Lillooet,lil,North America,50.75,-122.0,Salishan,Sal.INTERIOR_SALISH,"Salish,Interior","Salishan,InteriorSalish,NorthernInteriorSalish",False,False,,lil,lil,Cecil H. Brown and David Beck
LIMASSA,LIMASSA,lima1246,Limassa,bme,Africa,2.27,16.19,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Ngbaka,Western,Baka-Gundi","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mundu-Baka,WesternMundu-Baka,Baka-Gundi",False,False,,,bme,Julia Bischoffberger
LIMBU,LIMBU,limb1266,Limbu,lif,Eurasia,27.17,87.75,Sino-Tibetan,ST.MAHAKIRANTI,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Himalayan,Kiranti,Eastern","Sino-Tibetan,Himalayish,Mahakiranti,Kiranti",False,False,,lim,lif,André Müller
LIMBUM,LIMBUM,limb1268,Limbum,lmp,Africa,6.55,10.8,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nkambe","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nka,Nkambe",False,False,,,lmp,Viveka Velupillai
LIMBUM_2,LIMBUM_2,limb1268,Limbum,lmp,Africa,6.62,11.15,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nkambe","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,Mbam-Nkam,Nka,Nkambe",False,False,,,lmp,Guillaume Segerer and Søren Wichmann
LIMBURGISH,LIMBURGISH,limb1263,Limburgan,lim,Eurasia,51.0,5.5,Indo-European,IE.GERMANIC,"Indo-European,Germanic,West,LowSaxon-LowFranconian,LowFranconian","Indo-European,Germanic,NorthwestGermanic,WestGermanic,Franconian,HighFranconian,MiddleFranconian,Ripuarian",False,False,,,lim,André Müller
LIMILNGAN,LIMILNGAN,nucl1327,Limilngan,lmc,Australia,-12.5,131.92,Limilngan-Wulna,DR.LIMILNGAN,"Australian,Limilngan-Wulna",Limilngan-Wulna,True,False,2005,lml,lmc,Robert Mailhammer
LIMONESE_CREOLE,LIMONESE_CREOLE,jama1262,Jamaican Creole English,jam,North America,10.0,-83.25,Indo-European,Oth.CREOLES_AND_PIDGINS,"Creole,Englishbased,Atlantic,Western","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Anglian,Mercian,Macro-English,GuineaCoastCreoleEnglish,CaribbeanEnglishCreole,WesternCaribbeanCreole,Jamaicanic",False,False,,jcr,jam,André Müller
LIMOS_KALINGA,LIMOS_KALINGA,limo1248,Limos Kalinga,kmk,Papunesia,17.67,121.25,Austronesian,An.NORTHERN_LUZON,"Austronesian,Malayo-Polynesian,NorthernLuzon,Meso-Cordilleran,South-CentralCordilleran,CentralCordilleran,NorthCentralCordilleran,Kalinga-Itneg,Kalinga","Austronesian,Malayo-Polynesian,NorthernLuzon,Meso-Cordilleran,South-CentralCordilleran,CentralCordilleran,NorthCentralCordilleran,Kalinga-Itneg,Kalinga,NorthernKalinga",False,False,,,kmk,Sebastian Sauppe
LINCHENG_LINGAO,LINCHENG_LINGAO,ling1262,Western Ong-Be,onb,Eurasia,19.9,109.68,Tai-Kadai,TK.KAM-TAI,"Tai-Kadai,Kam-Tai,Lakkja","Tai-Kadai,Kam-Tai,Be-Tai,Beic",False,False,,,onb,Sebastian Sauppe
LINDA,LINDA,band1344,Banda-Bambari,liy,Africa,6.5,20.75,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Banda,Central,CentralCore,Banda-Bambari","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Bandaic,CentralBandaic,CentralCoreBandaic",False,False,,lnd,liy,Søren Wichmann and Viveka Velupillai
LINDA_2,LINDA_2,band1344,Banda-Bambari,liy,Africa,6.2,21.0,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Banda,Central,CentralCore,Banda-Bambari","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Bandaic,CentralBandaic,CentralCoreBandaic",False,False,,lnd,liy,Guillaume Segerer and Søren Wichmann
